payment_intent_id,source_event_id,organization_id,restaurant_id,branch_id,order_id,payment_method,provider_code,currency,paid_amount,refunded_amount,payment_status,paid_at_utc,projected_at_utc,source_event_version
a2000000-0000-0000-0000-000000000001,b0000000-0000-0000-0000-000000000003,d0000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000002,0d000000-0000-0000-0000-000000000001,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
cf0ec422-d896-54c5-8e1a-9d684ef72331,e1120ffc-d30f-557f-8199-cb5d56970399,bb3420c0-32a0-5720-aa72-f0936f958648,6e5493c8-856c-52d6-b23f-a9b8265b82a1,09bc7770-60a5-5937-9095-dddde233baed,1ac47f46-9b76-52e7-9710-a3270fdb6c0d,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
d1d28a90-b150-5e04-becf-f61edc95f762,a5597b0d-8e30-5a02-9e3e-12d0220981e4,945f204f-8a0b-5d85-842c-05aafebb966a,bb432b46-9db3-5087-86a6-667d8a5461d2,c2581768-52bb-5a5e-bb60-ea8630c0cc48,85924700-20f0-57e2-b29c-b6e2b159a606,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
06e146a6-f2c5-5c44-811a-befe68e4b9a4,24a45950-22f3-5e07-b3d0-571c91df917b,56a7e669-46f5-5118-a696-f2b6561f58ac,02893fb5-cd61-516d-a1c6-a31b633a8440,2a2b6bc7-1854-532c-b84a-1abd99d2f0d2,dc99f6f9-706a-506f-bc05-40359b125d5c,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
94f14596-a44b-5aba-9198-79af8f9c6251,32bd8439-87d4-5b06-bf95-aae99359e48b,1cdb3803-079e-5438-a101-9d4d00dd4260,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,c0a7cac5-1d51-54cc-8e20-d091007b9a5a,9256c8c8-680f-516d-bb84-8382ffd14af4,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
9d08639e-3c60-5ef5-9144-5733e9d8dcd5,04dae6a8-cf1f-58cc-a862-573e2c212432,08c4efea-76ce-591c-a070-21215c088915,292495cc-29f1-532a-8347-61381793ace8,68c8496c-6b5f-5845-99d6-46d8d79afb1f,350a23ee-21a4-5eb7-9c80-119858f5e6f1,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
0c7f1285-e14d-525c-bb5f-23dceea64b14,12d425e9-d086-577d-af1e-b63eb19821a8,701792d1-1719-5c01-96c0-f5ba78aba70b,f336981e-6b07-55f6-8f3b-5bb68a996561,87111368-22a3-51ff-a055-d0af38899e40,1c04c73e-f11e-5d30-8569-603615419a07,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
56b5aea1-da85-538c-be69-bc689f4ecade,8505837f-05c4-5770-a89a-f70db0cc4689,1b264edf-2534-5780-af9e-bd9daf4e08d8,5afbb73d-34da-5169-9cd6-3631b29d6906,6ac09be1-21da-5bdf-a553-0d370aa48a48,ecd8c9c4-f108-5631-8771-8012591a3342,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
1a112fb3-31cf-5e4d-ba60-1d0f8556bbaf,c5020037-d1b7-5e93-8025-93515ece679f,85ae16e0-e720-5553-bc62-af68b3c830c6,95aa4d42-7203-5581-a314-7ba4ff85735b,075f1655-5713-5584-b153-7cee0f5edfb1,5f93610e-1295-57be-8f01-73c755b8a29b,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
915636e3-06d4-54ab-82b9-bb2004d8357a,e338b61f-c67c-5a48-9393-9f03e4399e1c,9eab117f-d877-5ac6-ab8d-2fa518355633,8550b566-c89f-5552-86ca-8f25b0b21d4d,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,82ccac59-060b-5257-a765-69f8d1da1e62,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
31d4c54c-0ed7-51d1-b712-fd57bdaebe15,9a13daa2-622d-5243-8e29-272d03aa7465,6d00f4f4-33ba-5482-b60c-e36040cfc7fc,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,450dca80-f375-51db-9401-680b18119c56,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
c0063488-8036-541a-92e4-7020ec17ab25,b2b41c15-e028-5267-87dd-7c7bd1b1fa7e,6ee0d174-eaeb-52cb-b049-bd26500b460a,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,dd4b24fe-84b1-5666-8b71-c6f07650b798,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
0855e5cf-8216-5da7-a05a-bbefa59ce85c,4b23c4c8-705e-5179-a8e9-d36b7c4a3634,ac369797-324c-58d6-b706-fbe0069434f6,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,09634954-2342-52ba-9a0c-3a3b3306314e,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
f8a85200-f9f0-54fe-9b69-dde186618ca8,d23c5c9b-a443-58fe-abe1-1371c8a89a1b,f7045341-fa42-5fa7-997c-8ada85021b17,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,c9e72080-d5fc-5e91-b66a-01ba01d17273,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
b9518db7-8298-5ad5-acbb-bcbb2aee353a,8b94d351-cb90-5392-84e9-a1c14d30b516,1016d9ad-1813-5284-bb7e-63e5fc214b6e,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
81aeab72-7c0a-5714-9e34-e3f2c7b8082c,e1fe9525-c2da-5441-a45a-535acdbd1ca9,d6cccba9-b2c0-5bc6-a7f0-51d92dcb8597,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,adb41fc7-e7d6-533e-b4db-aeeb5f280461,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
4f126865-4eca-5d55-b715-efa1653e486b,b334c5f4-0cfe-5bb4-92e2-56a3b6c90f5a,e2dcb3af-2199-5191-8645-9ee1a29fd234,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
6db252f9-0e08-57b2-bc65-fd8b833118e8,d849ffaf-c17c-5ec6-9477-3ce77ec71b01,72ad6697-d517-56f3-9f5c-1cdf64c12ace,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,aa1f0c86-0128-5242-9569-2ed5aa67aefc,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
47a59cd7-852a-5178-a4be-5f592f31d4b3,74e79b39-ae18-51db-bf55-0e87113ad1d4,fbd98ac8-9d31-5911-aab4-51b8e96b5838,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,78cefe97-766f-54d0-967b-6d1f2db51f88,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
6f1f2614-b17a-599a-86ef-a268fead265a,01ac0c3a-0983-5b9d-a4bd-02312e19f5a2,3ff64dca-8221-511a-8098-df35dada4770,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,c987aa17-b646-5efa-9b4a-7a676ccc4c21,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
60ad80e1-fbbe-556d-bba2-832599b1dde4,afb97e43-20ac-5176-a346-3f2e08911806,25f48eef-0941-50eb-9d80-e38b836d4a90,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,09f7a746-3556-5328-81ed-f7f895569d48,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
9abb3252-b029-5a28-b99a-385702fc32c0,011270e0-1be7-5b7b-9e43-c43b79a00eda,f0955e44-e8c1-56b6-a5d9-43cb1ebb17fe,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,8e733609-455b-569f-9907-ddfadbbedf9b,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
29a43489-f59a-5904-af4b-484647544ac9,8edc7351-216d-5ea8-9ad0-83f55e24d0fd,210a08f1-035e-5f78-82e0-0b2234bc9611,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,40f114ce-9664-5538-b6d6-b44eca862dd4,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
e3b829ac-fa01-5983-8a86-840d77d569d9,541118e3-4ac3-589e-86df-dd8bee4eed9b,a8d11bea-09e0-59ab-b754-1cf45205dd64,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,4cf48f5b-603c-5720-a5d0-fa6697541c9f,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
153ee6a5-5215-52e4-b10a-78bab6e7c766,cf5a489a-4049-56bd-bfc4-d013cdf5a35d,d8ff86be-1f0b-59da-bae8-b56d0f38cfad,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,ecd2ab1a-0622-51f1-8043-b19262a7addb,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
e79d77c3-5e98-5cc6-a686-99bcb11ebfce,2117779d-32b2-5d15-9650-396e4254f131,365829aa-f8c7-5814-a84b-64e99c79e06c,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,b2276c59-956d-5c13-8003-3ada140a55d8,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
d4c69076-16b0-5d66-88c0-2ad912143c7f,797f4c2b-8585-5137-aabb-d02baa9f7310,c7de6003-b197-5d17-846d-5bb46c89f44e,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
701d66d9-bae9-5749-a592-dbb88b2ca2ae,dde9dfb9-7e6b-58a9-9b16-f827a0e9c2aa,f84533cf-dd3c-516f-938c-a0dd6258b7e1,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,16fcfa49-306d-5031-b940-c9fd4da435d1,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
970902a2-61ed-5405-b00a-405808da19e6,ec6cc07c-3ad1-5f30-9b7b-d465b01b3339,0f211d27-56e6-509e-83af-fe7b0bde4cc7,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,a094425f-8725-52d5-978d-9890da8dcf58,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
0c7fb96d-a66b-56a3-97ec-beadcda476d1,1d16cfc5-84c1-5429-9de5-7a3594516ad8,6621d572-7d70-5d77-a4cc-65108c371e87,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,ef203fed-b93e-52de-937b-57c3ff030578,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
c88b26ec-8335-5cb3-acef-e37fbfbae2c5,3a310e04-5c11-501f-bc17-fe6113efaf17,d1bf0642-0870-54da-a2f1-fdd9990ad753,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,fe94bf77-950d-5828-9523-bda16ae24f8a,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
626416ac-e47c-5451-a714-846b81ce9198,4747b34c-4fcf-55c4-bc5a-29298a75993c,3e345325-9aae-535f-b440-65b46e2ea14b,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
b320bd23-dcda-580b-b13f-9a22f384d917,46cd4c47-9d12-5cd4-b787-0a2e88e70873,96f5787a-aaff-5c4d-9e75-978ff4eeee76,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
1a7a8d1d-f196-5263-b4f4-b600c29f643b,82cc6b71-f699-553e-9094-cb57c1d696e6,afce03d6-6288-5d8d-84b2-8f57813ab3b1,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,card,sample_provider,SGD,19.5160,19.5160,refunded,2026-01-01T12:21:00Z,2026-01-01T12:41:00Z,1
