order_line_id,order_id,source_event_id,organization_id,restaurant_id,branch_id,product_id,product_variant_id,product_name_snapshot,category_id,category_name_snapshot,quantity,gross_amount,discount_amount,tax_amount,net_amount,ordered_at_utc,projected_at_utc,source_event_version
0d000000-0000-0000-0000-000000000002,0d000000-0000-0000-0000-000000000001,b0000000-0000-0000-0000-000000000002,d0000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000002,ca000000-0000-0000-0000-000000000301,\N,Harbour Burger,ca000000-0000-0000-0000-000000000201,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
a593f0b5-8993-5ba4-85c3-93999ba3f1f3,1ac47f46-9b76-52e7-9710-a3270fdb6c0d,4322c338-4fb5-5ed2-bc3d-685578844168,bb3420c0-32a0-5720-aa72-f0936f958648,6e5493c8-856c-52d6-b23f-a9b8265b82a1,09bc7770-60a5-5937-9095-dddde233baed,83686fd2-1032-5473-a5e2-3a1b1c8d78c0,\N,Harbour Burger,2998a577-5416-5833-bdab-4c735e5f3b66,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
0d48819b-642f-5588-865f-0dbc6bbe955b,85924700-20f0-57e2-b29c-b6e2b159a606,c3c8078b-7e7d-569e-a69c-67e3bf2385b2,945f204f-8a0b-5d85-842c-05aafebb966a,bb432b46-9db3-5087-86a6-667d8a5461d2,c2581768-52bb-5a5e-bb60-ea8630c0cc48,5b524556-2840-5352-930a-3665399f88b1,\N,Harbour Burger,15cb7453-c9ed-5fce-ba01-f40261e0a3de,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
999f5a59-3d14-5285-938d-463bede3c48c,dc99f6f9-706a-506f-bc05-40359b125d5c,34a3ec3d-da05-5e0a-987c-49dfb230fd2e,56a7e669-46f5-5118-a696-f2b6561f58ac,02893fb5-cd61-516d-a1c6-a31b633a8440,2a2b6bc7-1854-532c-b84a-1abd99d2f0d2,8712d970-0129-5558-8212-9bafaf6b9bb6,\N,Harbour Burger,459e0e39-2ccd-563a-9915-f122721e5a0e,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
a200074a-e3a0-50f9-bd46-030062bce7c8,9256c8c8-680f-516d-bb84-8382ffd14af4,b1e5ec51-c583-5aa1-8ea0-29d590cc17ae,1cdb3803-079e-5438-a101-9d4d00dd4260,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,c0a7cac5-1d51-54cc-8e20-d091007b9a5a,ce15e28e-6590-5ee9-a5a6-1f0910b46e7f,\N,Harbour Burger,7c494735-cbff-5541-8e2e-44fc5c710c73,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
6f16ad8c-5da6-5c04-856f-7e8d2e704a37,350a23ee-21a4-5eb7-9c80-119858f5e6f1,64d3f423-04fb-52aa-ae96-e0aa06e4ef59,08c4efea-76ce-591c-a070-21215c088915,292495cc-29f1-532a-8347-61381793ace8,68c8496c-6b5f-5845-99d6-46d8d79afb1f,5aa1c0aa-c074-5aae-a3e6-ee3b9c0214a0,\N,Harbour Burger,c1c71187-0109-536e-a124-ec21d3beff0b,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
58b18c88-a62c-5dd3-91fd-ab853d56125c,1c04c73e-f11e-5d30-8569-603615419a07,d0446edc-143b-5d7e-940b-b46d4dc1e754,701792d1-1719-5c01-96c0-f5ba78aba70b,f336981e-6b07-55f6-8f3b-5bb68a996561,87111368-22a3-51ff-a055-d0af38899e40,c756216f-bd8b-59f6-b2f4-b443cc47a99f,\N,Harbour Burger,8c36cb64-8013-51e6-8dbc-9e578e054bae,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
e1b99fb7-bdb7-53d9-ab1b-f5f5f4e81aa1,ecd8c9c4-f108-5631-8771-8012591a3342,2c9dc322-68c5-5eb1-b6b1-06d17fbbf8f6,1b264edf-2534-5780-af9e-bd9daf4e08d8,5afbb73d-34da-5169-9cd6-3631b29d6906,6ac09be1-21da-5bdf-a553-0d370aa48a48,2a1ef463-3feb-5b55-9cbe-ff8a287f6f33,\N,Harbour Burger,a6bedc75-c7d6-583d-95ba-ab737657b0d0,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
74e9db19-03a3-5e49-b016-44fd832f30d6,5f93610e-1295-57be-8f01-73c755b8a29b,0ef839a1-c5b1-5e40-b315-127d7451d2c6,85ae16e0-e720-5553-bc62-af68b3c830c6,95aa4d42-7203-5581-a314-7ba4ff85735b,075f1655-5713-5584-b153-7cee0f5edfb1,df05dee3-4125-5649-a6c0-fd9d82793f65,\N,Harbour Burger,56bec659-ae38-5971-b4f5-d7730a15b51e,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
8f47c7e2-02ff-5490-9a56-5249ac5881f0,82ccac59-060b-5257-a765-69f8d1da1e62,dd1946f0-a429-5806-8424-ef7906480d2f,9eab117f-d877-5ac6-ab8d-2fa518355633,8550b566-c89f-5552-86ca-8f25b0b21d4d,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,4cb83726-bd49-5de9-bc9b-5ee9a9f13d33,\N,Harbour Burger,1890af95-243f-5618-a036-1a42b4839fc3,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
6398393b-1a05-50cf-ac8c-7b01708fc119,450dca80-f375-51db-9401-680b18119c56,20270341-7e9a-5b8b-afc4-614e5279512c,6d00f4f4-33ba-5482-b60c-e36040cfc7fc,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,\N,Harbour Burger,5c7790b1-45c3-52aa-8d63-eea4753dd0db,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
07c21827-a5ec-55f2-add7-a2ec35aaf965,dd4b24fe-84b1-5666-8b71-c6f07650b798,11fec045-b30d-5b44-8113-5cb42554421e,6ee0d174-eaeb-52cb-b049-bd26500b460a,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,06f87041-5261-5777-81a6-d70e65703ccf,\N,Harbour Burger,02970b73-1495-5953-91d8-d57c67a55fee,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
468890b4-a3e1-5dc0-b08a-9b27c3a16122,09634954-2342-52ba-9a0c-3a3b3306314e,0d9f660b-f097-59b5-8c6d-782837dd4c1f,ac369797-324c-58d6-b706-fbe0069434f6,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,\N,Harbour Burger,36701db7-c91c-5644-b7d0-c8de1fa74744,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
f5a3a733-9643-5d57-9c61-ca9412ef6bf3,c9e72080-d5fc-5e91-b66a-01ba01d17273,5f3b9005-c7b1-5e8c-8237-960214e9b871,f7045341-fa42-5fa7-997c-8ada85021b17,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,253a2b6b-2f91-59c9-b885-21eefdc6291d,\N,Harbour Burger,e19bc789-bc85-511a-ab05-6c0b237de186,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
c664562d-2d41-5768-b0bd-b6f109307d15,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,8b7d3a53-0ab1-5327-88eb-b21184d28df3,1016d9ad-1813-5284-bb7e-63e5fc214b6e,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,\N,Harbour Burger,c36d847a-7c8b-5c07-963b-5d7f32837ee6,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
44686e73-130c-59c7-9e80-3c0adb3649ae,adb41fc7-e7d6-533e-b4db-aeeb5f280461,5919bc6e-f7eb-5de2-b452-be79c1948bed,d6cccba9-b2c0-5bc6-a7f0-51d92dcb8597,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,\N,Harbour Burger,346cbbec-27f1-5272-9858-c8c612dae69b,Main Dishes,1.000,16.4000,0.0000,1.4760,17.8760,2026-01-01T11:55:00Z,2026-01-01T12:31:00Z,1
