projector_name,source_stream,position,last_event_id,last_event_occurred_at_utc,updated_at_utc
sample-sales-projector,orders,1,b0000000-0000-0000-0000-000000000001,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r01,1,c9aabe6d-ed06-5cdf-a702-cbf89261edb9,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r02,1,536e0b2a-aa6b-5a64-b72c-9c833863ecdf,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r03,1,bd27f7f6-fe55-5143-9f7b-a847f74a4561,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r04,1,a89a0145-3230-52b3-9aa9-a98a159f23c9,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r05,1,4730fbe0-e294-57ac-9702-1069cad92d17,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r06,1,75d19604-b1be-5a95-bdfe-c3def0c8329a,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r07,1,01d33cb1-ec4a-5457-8d76-7d80abd0afeb,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r08,1,b6492c71-d645-5d57-88ae-373ae40e1e49,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r09,1,dacce7ae-a1c9-5be9-8f0e-591b6b903be9,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r10,1,7d522de0-648b-5a24-a705-63b8abc50c61,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r11,1,ae3f3464-8c86-5777-a13b-26a060e9eeae,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r12,1,54d37bc6-1d83-5c0d-9a9d-6b71d0ee8bcc,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r13,1,742f419f-c438-5ab1-95dd-0bfb7c9e34ac,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r14,1,e6a8ce29-cf46-5eff-b3e9-5f03622ce6f6,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r15,1,0dbff1b2-bf82-5e68-911c-3b24f8218c04,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r16,1,ef4517fb-97e5-525a-a766-1630002ebc76,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r17,1,d2344089-d54b-5ba6-b052-de28306044c6,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r18,1,c2eb645d-50dc-572f-9cd8-047dca2e5825,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r19,1,a1946b26-b6b5-5e18-a62e-0f74e3d1339e,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r20,1,1f6c3e8d-1a6c-5d4b-93a9-7c121275edc6,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r21,1,a957df01-fe19-5c5c-a6ce-447b38ab0425,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r22,1,b5805690-8f80-5b70-bc83-c756c24edd54,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r23,1,a88c8af7-e19f-5d25-8083-c6d44f5aec32,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r24,1,e7ae874c-4a15-5597-848a-7301d67e67c1,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r25,1,1a4d1015-272e-5865-8c6b-66646c726539,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r26,1,59407803-6438-5e30-8bfc-b71a2e65c7df,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r27,1,80114dab-5400-5ffe-b520-8b28e784ac61,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r28,1,a6f8daa1-acba-55ea-8637-d47c32b7341c,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
sample-sales-projector,orders-r29,1,1dce039e-88e6-572b-a9b9-9a01da33ae42,2026-01-01T12:30:00Z,2026-01-01T12:31:00Z
