id,event_type,contract_version,aggregate_type,aggregate_id,payload,occurred_at_utc,published_at_utc,retry_count
ca000000-0000-0000-0000-000000000014,restaurant.sample-data.loaded,1,restaurant,ca000000-0000-0000-0000-000000000001,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
75e50e89-1d74-5439-9ab5-07ae993999e7,restaurant.sample-data.loaded,1,restaurant,6e5493c8-856c-52d6-b23f-a9b8265b82a1,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
6d030656-eb0a-56d3-8c78-795b9b4a23d4,restaurant.sample-data.loaded,1,restaurant,bb432b46-9db3-5087-86a6-667d8a5461d2,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
190d98ac-401f-52a4-a126-1c3d29ac6087,restaurant.sample-data.loaded,1,restaurant,02893fb5-cd61-516d-a1c6-a31b633a8440,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
cb25e66f-6c71-5e83-9de6-b39b752e9d18,restaurant.sample-data.loaded,1,restaurant,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
8a6b4b5e-9eea-5fc1-81cc-b02f601b9d3a,restaurant.sample-data.loaded,1,restaurant,292495cc-29f1-532a-8347-61381793ace8,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
48a38934-e4a8-5281-b5ff-7a9a03114b91,restaurant.sample-data.loaded,1,restaurant,f336981e-6b07-55f6-8f3b-5bb68a996561,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
25d6ad53-0b91-546a-ad0f-d8a85b159e70,restaurant.sample-data.loaded,1,restaurant,5afbb73d-34da-5169-9cd6-3631b29d6906,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
21b299fd-3ccd-5536-9fe9-f66617becb73,restaurant.sample-data.loaded,1,restaurant,95aa4d42-7203-5581-a314-7ba4ff85735b,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
efaf666a-58df-567b-8d0a-b5cd678c749c,restaurant.sample-data.loaded,1,restaurant,8550b566-c89f-5552-86ca-8f25b0b21d4d,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
5c8742a8-4208-5dd3-9acd-a87071c38baa,restaurant.sample-data.loaded,1,restaurant,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
98d6c084-c908-504b-ac92-206fb3bb9e3b,restaurant.sample-data.loaded,1,restaurant,bb3ac671-6c2e-5416-acd7-85d71693d50e,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
1f842997-7e7b-5791-891a-4ad284c7202d,restaurant.sample-data.loaded,1,restaurant,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
95d8686c-b48c-5e55-a091-ae4ec83e1b31,restaurant.sample-data.loaded,1,restaurant,104f9e79-e136-5ed4-a852-64d160340e45,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
aea081c8-8f2e-50af-a26a-5503062409dc,restaurant.sample-data.loaded,1,restaurant,caa70f0d-2314-5cf5-a481-0c259c347e04,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
8dadc305-a68d-55c0-bc29-42e4a4c3ac82,restaurant.sample-data.loaded,1,restaurant,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
50ad1f67-dd24-5110-8571-0aceab36d65f,restaurant.sample-data.loaded,1,restaurant,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
5a71659c-dacc-5f62-bd34-b0b0aa687b7c,restaurant.sample-data.loaded,1,restaurant,5a29b0dd-09ca-560f-b248-db0555c5c325,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
951bdac1-4517-5020-ab33-8b0392ca6b61,restaurant.sample-data.loaded,1,restaurant,bab016a4-e1f0-5423-95ba-68a55a375518,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
