id,branch_id,dining_area_id,code,display_name,capacity,qr_context_id,display_order,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
ca000000-0000-0000-0000-000000000011,ca000000-0000-0000-0000-000000000002,ca000000-0000-0000-0000-000000000010,t01,Table 1,4,ca000000-0000-0000-0000-000000000012,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
11c67212-cf9a-5928-b66e-6516596845a6,09bc7770-60a5-5937-9095-dddde233baed,209b8d82-115c-5384-9cf5-12b25a33d2b7,t01,Table 1,4,d2b19177-b07f-5412-a6b0-bfa819c18395,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
721e5822-e410-5218-ba61-9b465c9ec26d,c2581768-52bb-5a5e-bb60-ea8630c0cc48,827560ca-b72a-535d-a7c0-474ecdd3ef9e,t01,Table 1,4,4b5771b7-8a85-52ea-8744-c9df85491124,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9a62e06a-1c2a-526d-a85d-27526a50eadb,2a2b6bc7-1854-532c-b84a-1abd99d2f0d2,d74ac66e-f761-5c7a-886c-b1fbd9961917,t01,Table 1,4,0d7d15ee-c66e-500f-a885-ad718522e7d0,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
229633be-d3b6-5adc-860f-b886a47cf822,c0a7cac5-1d51-54cc-8e20-d091007b9a5a,d350d637-4998-5313-b078-99ce75fb7f08,t01,Table 1,4,faa88198-b74d-5af7-95fb-c77aee6a9731,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
a50866b8-ca33-531b-ab32-19eca0142688,68c8496c-6b5f-5845-99d6-46d8d79afb1f,49e58717-89ee-5481-8432-27dde346fe5f,t01,Table 1,4,fa598bb0-e106-5cc9-b3cb-9f85f1ca3908,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3ca684a8-93b6-5697-b759-333d01e7400d,87111368-22a3-51ff-a055-d0af38899e40,e7e3f766-ab81-570d-a332-031f768a46e8,t01,Table 1,4,f2ec7e02-d409-56b7-8f0f-f8780f2ddc8e,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
43587c52-2080-513d-99ea-b0160f9ce626,6ac09be1-21da-5bdf-a553-0d370aa48a48,62245db0-03ec-5eba-8257-e0ad2f68b59f,t01,Table 1,4,1d423ace-131d-5205-bf18-85a60ef3b2eb,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
491612bc-63e8-5db0-bce3-d022a5effa46,075f1655-5713-5584-b153-7cee0f5edfb1,ed7d1c97-64ba-5242-a6b8-848fedb07237,t01,Table 1,4,485ae90d-ba9e-533e-bfba-929b8b57e432,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9d3248f5-4dd5-56a2-a6dd-bc8a5e7f0973,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,24d12571-4133-59ff-a7ef-31cce5dfbb6e,t01,Table 1,4,e6164d15-f394-5bf0-ab59-11d88bb2083d,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
168697d1-3c47-53dc-9e39-42a88347a913,fa14de3c-59ba-5043-85cf-df1adc6ec579,492ac6f5-2d5b-5d16-8ec3-6c633ec839e4,t01,Table 1,4,6e4c7e65-964d-5e7b-8e47-721ade38ad0e,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
667ae1ff-51b0-54f4-82dd-2e7b14635f27,d95ff0d0-166d-5c92-a350-c84753a190e6,2d8ffaf8-aff0-5f87-8bc6-2a53d4e1b505,t01,Table 1,4,6093589f-58c6-59ed-a2f6-288986de659a,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bf13c869-b82a-569b-ab71-18462b8fd2bb,4f8897d5-01d5-51cf-b731-c0c00a95f276,e2c17bad-8bb1-5d81-a78a-aee111c81952,t01,Table 1,4,bb9e2ff6-bad6-5823-b38d-395d9cd60f2c,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3bf1e919-221a-5272-964a-af77dee1e6a9,667d8806-3545-519a-b50d-53f59e32b5de,92c73174-3a08-59d0-835e-1e804aac3298,t01,Table 1,4,fbc718fb-2f62-5e0a-bf87-b27c1a024f93,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
aa7ee21b-3de0-5322-850c-ef3394e59c2f,5fc8b896-34d2-51bd-a704-ce34bc761aa5,f4b43dea-6e09-59cc-92e9-eb884f4291bf,t01,Table 1,4,3a01ffe9-8560-5a10-9d82-a9e670896cea,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
ef07db22-dd8d-5133-a44a-248b01118be7,ffe4fc95-0766-5217-8799-406087e64b0a,b09db139-bb91-58bb-9a8d-d2275f09846d,t01,Table 1,4,efd937c6-6ee9-5022-863c-a4838a610d8b,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4a7dbaab-89ad-5012-bc0f-cd4839f66b06,e7663958-ddb0-5009-aee0-c69a3861fd37,2c5a5aba-04d6-5960-b192-12c23a7de81e,t01,Table 1,4,287ec810-0263-5e49-a624-febe7b5ccbb8,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f0086383-366b-5344-b893-894b50dcc523,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,4ec85d4a-e10c-5e3d-b05f-fe05ed693dcb,t01,Table 1,4,d0bd00d5-c8a1-581c-bbf1-6ccaaeb34ac3,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
13a20abe-90f2-5fc4-8383-cb1c49a158f0,c0a69b24-fff7-59b2-8e17-c301343502e7,a038cf2e-c5c5-5b4d-b372-03d8ff2afc2d,t01,Table 1,4,6616ff89-98a3-5957-89d2-7dbc367109fe,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3ed093ce-53d1-59ea-ba31-c23ca6911d80,845ec984-3327-5af2-b730-832d5fb90ea6,66dc74d4-d6f9-542f-90d3-9598f3dea559,t01,Table 1,4,bac2f159-0ce9-59ce-8f22-2ec684122b7c,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
034dc924-9343-588a-84e0-894b049cf41f,2e2fed70-3112-5e2b-afae-d094b8e1a56d,1ccbef43-9b8e-502c-83b2-d3b1eab1cd37,t01,Table 1,4,4f562bea-3519-51d0-b79e-744324e70987,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b5d4113d-772c-5b54-b7dd-178d55d31177,042f9a90-c603-52f8-9683-6dd865bd3467,191ffad8-9f49-53f2-b53a-c18f2758571c,t01,Table 1,4,ff79dba2-2c33-5702-93f3-aa9488154bf4,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fc63f085-d2c0-5b3e-a1e1-538ba2734518,3199c167-cd10-5315-823a-3b014d34d69f,81e38c5d-cdf8-5cca-84b8-a4b9120712df,t01,Table 1,4,d077010d-b98a-5b55-8dca-839d7e1b142c,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
016ab804-14db-5130-9634-ccc45b063104,0a203a36-6b49-56b0-9087-a1253c097f85,edfa276f-523d-5409-83cb-2c5f7e20de5f,t01,Table 1,4,7c55fe9f-ab5a-5070-8d8f-2f9e77f829bf,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b8e7f69c-05f1-56e7-9aad-b93407363a0e,0d183c94-22f0-5c0a-8fec-a64846db6040,fb6648f5-25ec-5648-bbbe-633080d4eca0,t01,Table 1,4,7cf99b9c-6b8b-5c73-9b33-cb1cecd532e2,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f3bd4670-1cfe-5034-b074-315c03716f84,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,84f4bf39-2a04-5d50-aba5-337f2d680f1d,t01,Table 1,4,c38e2d4a-6c19-50df-b918-9b86f00b0568,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
bebd515e-51ce-5caf-b49f-b2630106b9af,876adc77-ae03-526c-b50f-6ff9e368ad3b,f79d1fcf-4854-5f5b-89ce-852ee33e167f,t01,Table 1,4,769e872e-e60e-50f8-a82f-888915ea267b,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3c09c32c-3298-5c69-b13d-420f7361f003,98155b61-0bd0-57a3-958f-41a36459ba58,a87f5477-8150-524c-8c71-79373620c0f4,t01,Table 1,4,0e7b62bb-732a-5b57-a255-efc6aa8ce972,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
61f6fe8e-4d29-5a5f-8267-00fafbdd76d8,5fc9c4c2-206c-56e2-a998-5dee4521bddc,76bc3cd5-f4fa-5cc7-bc19-9ec72ce7bdd3,t01,Table 1,4,9e2fb6c4-57b5-5a18-95c5-9e9928e37269,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
5785540a-3e79-5805-80b1-4553eed121df,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,5b505a7f-623c-5538-9a16-ef2da48de7d4,t01,Table 1,4,a643233f-b014-591b-be7b-d67ff172a3e5,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
65ba36c8-ad88-5c92-836b-b8d49f84566a,d25bcb6c-bea7-59ce-86dd-136731dedcdc,411412e9-20f2-525a-bca2-e378c589b49f,t01,Table 1,4,470427f9-c5c4-5f77-8508-cc25a0ff034d,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
77db1f12-91b2-50fd-b00f-11857e8d84a0,d6b7b387-aa6c-5e89-915b-088f916b3391,b3475c5a-0a17-53df-b526-85c76fb455ae,t01,Table 1,4,00e58c62-821d-5c94-a51d-27073e82be5b,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
11049aff-1e84-5bc6-b99e-2a795cefed6d,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,0fbdac7e-2bc0-58a7-9d5e-7f1355f4c2d0,t01,Table 1,4,b77a6fac-d3e2-5bd5-ba06-c2b3fa4fad3b,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f7752a0f-2d13-57b1-9bd8-3c43dab81fc4,8cd62544-e65c-5e26-89a3-ed106b53e100,526c391b-8017-5937-9803-32fcea35e958,t01,Table 1,4,5af91829-1b2b-560b-918a-b07783df5557,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2874fc46-550b-51fd-8f62-99ba2e18c61f,6284841b-ba33-5daa-87ab-e40d3dad4270,54f6ffb5-363e-5370-8010-4e8eaa1ca1cf,t01,Table 1,4,2673d902-11a0-52f2-81a6-c75f17815195,10,available,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
