id,media_asset_id,attempt_number,worker_id,outcome,error_category,error_message,started_at_utc,completed_at_utc
a4000000-0000-0000-0000-000000000002,ca000000-0000-0000-0000-000000000901,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
a792b571-e8b9-5ca0-ba73-73b14eb75eb6,6cffc718-2e01-5d0a-afad-33a2aaecc632,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
09610d38-f0c0-5431-ae7a-61ef1dc03137,1613cbce-5fa8-5acf-90ec-72aa2f629f94,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
321b7bd6-83d9-5228-8666-7895826c7c89,e71b4942-f5ca-5138-a063-761fe72bf284,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
7e4d2416-0e41-50f8-89d4-deb1b8caa1db,d6637108-638f-5d3b-bdc2-9393813d4534,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
789074ee-7cab-5817-9a94-b865bf08f553,04633f50-7301-560c-9a2b-207abe7e9249,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
24394195-4fe4-53c4-83e3-5d5c0ae8f767,65bb9894-c363-5a67-8708-074ec2964b39,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
cb943ba3-c958-5777-a837-9f5d8666a7db,07082bc6-e8f0-5793-b3a9-550635446b3c,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
fb360f7e-9509-5cf7-affe-515cb359b4f5,e1d1f944-7250-59e0-bca7-53ae9186d091,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
3c41dc36-b566-5e6e-a232-eff1d01f4d77,4f87f709-4a38-5e64-906f-22dddd47df4e,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
baf723b9-aec0-5eae-94ff-ddf5b4d0696f,b6198dc2-225e-5335-8721-dddb348027f2,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
0d34617f-40d5-5fe3-b266-4c59509cabf9,75cec102-c257-5cbb-90c5-a76e10b427c7,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
a1b61b04-81a9-5a1c-89c0-96c9ff63c12a,3a75c704-e86c-5143-9216-8251d83cfe3c,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
39d4f8cc-c37b-5758-81ad-f06452e49f24,0c03fe82-d57a-5eed-ac19-d3c51eb73147,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
2ff60b20-51bc-5ee4-9c78-7354a7da572b,89da860a-0dec-5824-bee5-8a4a5c995315,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
423e4980-b2bb-54fa-a1dd-811f800ad5d9,97f1ff37-44b7-55b9-9225-d0921de3962f,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
91aaa312-ff4e-576f-9e7e-6f5b3dab1028,e1a6b3dd-add5-5fd0-97c1-ff4de01f96db,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
5cd7cc06-8630-5c6b-b451-310c07820d2f,fdd94956-5294-5f6f-b24c-1870e433f951,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
9d57bcab-49fe-5bd8-b901-4b535522217f,d6808b65-e872-5425-af45-64cc56a22d35,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
eb311b4e-ec35-56f6-802e-1f6df0198dbe,45807729-b091-59e4-ad59-d026cd8ab5b6,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
3e660db3-3bad-586f-9547-a396a57b456b,74b2fd39-1da6-5fe9-8601-2ea629768c91,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
a96e1e5a-f383-5eba-820a-627b2781708f,2315d99b-8ba7-5e14-86db-fd8befa6907c,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
999ec78c-e6fc-572f-a50e-99a7e51ab75b,3f898fd7-efe4-527c-ba80-161c1f996095,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
062283ba-e0c8-561f-bfbf-f1fdb0d26167,2c343f18-2b71-500e-bb9f-301d6d5157b9,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
28fe99d6-57f1-54c1-8e1b-54bd427018e8,5b8cd689-dd34-54fe-9026-b7ef0208c68f,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
7312f497-fdf7-50ac-ab0e-984b48e15fcc,f727f895-a83a-50fd-af75-9e9bfedacecf,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
f83a95aa-f570-5e79-981c-469dbefb6b02,4b56cbe8-58f9-521e-becc-b85778249b55,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
9e27f509-a531-5d33-94f0-a20d7768f8ab,0a8733c7-f767-5275-905a-495a64bf7b4c,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
f1873be8-648f-5dad-9dcf-970c6fc05221,10ddf06b-89ac-51e9-b1b7-892e0201026c,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
13253065-3784-59d5-9f02-153af09087bd,50cc4798-16de-54b5-9104-94f3256cdc66,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
3665a0a1-3b96-59bf-a812-02a66db328fa,b3688db4-6001-5b90-9b21-4755fe4b05d4,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
5cdfeda2-1237-5a06-8786-9c3b98f26f6b,3599f04b-e638-5437-b189-ecd46e742e00,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
cde20a28-106f-5ff5-8dde-27a5665cb33e,5166d2bf-edb5-5941-a23b-e0878d822147,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
7df433b9-0c15-5cc9-8006-46a90ea670c9,46f38aed-3c2e-5884-8868-19290d1c076b,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
b9f24576-f29a-5c22-80df-5619c6975c0b,56cf2c8e-31fd-57a4-9528-9c3443533029,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
35c21119-0050-5249-a821-e62dbc7063d5,d99d33cf-b732-534e-8919-277ff7416d58,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
955c25e5-52ea-5e70-bd8b-60406bfee4f4,079f4e8e-7834-563a-acf2-de1b7263422e,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
be511bfe-20dc-5b2a-9008-5983679292ef,d44ed34a-cdc3-50ff-9cab-b8494e3859b8,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
2596287c-1cb4-5344-8b56-835f16a9abfd,caf19166-99a5-5960-ba5a-0083c6d3c90b,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
2f052375-856f-5e34-870c-b645e3d268a1,51302313-1141-5ba1-ba7a-469d05212c50,1,sample-media-worker,succeeded,\N,\N,2026-01-01T00:00:30Z,2026-01-01T00:01:00Z
