id,event_type,contract_version,aggregate_type,aggregate_id,payload,occurred_at_utc,published_at_utc,retry_count
a1000000-0000-0000-0000-000000000006,kitchen.sample-data.loaded,1,kitchen_ticket,a1000000-0000-0000-0000-000000000001,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
e379b9a1-23b9-53ea-a407-d522a0d59bfe,kitchen.sample-data.loaded,1,kitchen_ticket,d9b914f3-19fe-5a67-aac3-59741aeb9b63,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
d00f5142-cdcf-5853-89c9-b6b5f7d80808,kitchen.sample-data.loaded,1,kitchen_ticket,9eddd916-130e-537c-8c09-6dda163e1a9a,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
2e3aff54-e8e2-525c-a34a-3d12badf2d94,kitchen.sample-data.loaded,1,kitchen_ticket,9b7cae47-90ca-569b-81d7-b4150798ce1b,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
8f5fa6a9-5cd0-556d-a076-0572dbc03591,kitchen.sample-data.loaded,1,kitchen_ticket,ca2ce628-4a02-56b4-9c76-794e6a2dfb65,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
9b6af102-389f-5161-bb2a-0070b870e61a,kitchen.sample-data.loaded,1,kitchen_ticket,4b1432d5-66f8-5140-9ef0-8f696b8b6e73,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
7b2027df-d42f-5bd0-b8d7-82e06f02de6f,kitchen.sample-data.loaded,1,kitchen_ticket,11c4237d-5c60-5ba0-82f7-224913643818,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
94f96d2c-dd98-5a41-82d8-f1b2d4d6b730,kitchen.sample-data.loaded,1,kitchen_ticket,14f41e36-a20e-5fe9-9a37-9be5e7e3f0eb,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
8a85bfee-4634-5e95-a491-e12a83256d09,kitchen.sample-data.loaded,1,kitchen_ticket,659c56bf-3a00-562a-bc25-7c31d2ed7d46,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
4849647b-a5d0-5796-b700-6d82c48f3297,kitchen.sample-data.loaded,1,kitchen_ticket,ac9fdc6c-042d-5f86-b73c-a0ee31940ea6,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
04d2cf01-f4fb-58ea-a803-944a3032b436,kitchen.sample-data.loaded,1,kitchen_ticket,f3a365e3-bf1d-5d10-8a35-69443423772d,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
438bd712-f219-53c7-af7d-07dc2cce9d84,kitchen.sample-data.loaded,1,kitchen_ticket,e03c881f-72d1-53bb-a667-de7568519bc1,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
02ca07de-6f5f-5fd7-a717-b96f8f4a2f67,kitchen.sample-data.loaded,1,kitchen_ticket,c97d7a54-60e5-5e2c-b339-0b8938010638,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
05230d8e-9808-5177-a76c-4074cd6093fc,kitchen.sample-data.loaded,1,kitchen_ticket,3e7b5d0f-5be5-58b4-a870-081333e6c0c8,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
e2af0d19-784c-51c0-990d-3edf17479a8f,kitchen.sample-data.loaded,1,kitchen_ticket,e88a402d-b0a2-533b-9257-d8b9877313b9,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
472cc1de-df8d-54ea-8908-7177ef9a80e2,kitchen.sample-data.loaded,1,kitchen_ticket,1b7ed059-d8d4-55e3-9edc-ecc66bf09c9b,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
0f1fb834-8ed1-554a-b38c-fcbab491dd86,kitchen.sample-data.loaded,1,kitchen_ticket,6dae9265-dc8f-5990-a983-cf15be269ba9,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
141eef41-b6ae-56dd-9280-eca3ca52d8cb,kitchen.sample-data.loaded,1,kitchen_ticket,cb6931fc-56f8-5e16-ae64-f88489b21858,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
1e3324f8-32aa-5f5c-bf3f-a0ce2f540572,kitchen.sample-data.loaded,1,kitchen_ticket,367cc34c-7a3a-57cb-bdde-0e2025cfb4d3,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
1d18461f-6d9f-5abb-b629-52c73c0ab734,kitchen.sample-data.loaded,1,kitchen_ticket,8e7152f1-a6ca-56ae-aa05-1a7213b83c60,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
afc44505-8c3b-5d8f-95b9-768eb7996468,kitchen.sample-data.loaded,1,kitchen_ticket,34b26975-aba0-5e51-b703-489ce6f497be,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
4d842fb3-ee4b-5137-b063-f3bce7d59409,kitchen.sample-data.loaded,1,kitchen_ticket,e402599b-0224-5790-af48-b42f2788f035,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
9fc4d708-f342-5a2b-a5ed-eed27a6dd684,kitchen.sample-data.loaded,1,kitchen_ticket,63f0dd20-b9e3-5a7f-8c2e-b0ede1ef3c39,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
9513d98d-55d6-5521-9913-2f0d3e926a60,kitchen.sample-data.loaded,1,kitchen_ticket,ff5cde2f-2c1a-5e80-9c73-1c3076631c11,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
00386782-a1e1-5514-a78b-dbd3497664e4,kitchen.sample-data.loaded,1,kitchen_ticket,8f8527dd-4cee-56f1-860a-f3abe614e636,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
8145c3a2-1c80-5ba2-9dbd-fe0803be7fa7,kitchen.sample-data.loaded,1,kitchen_ticket,27175207-f2d6-5dd0-961f-f85b0e2c15d8,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
27961dc6-20c9-536e-9f83-4078c0a535ed,kitchen.sample-data.loaded,1,kitchen_ticket,83c5a765-4385-5f52-80a3-840db3dd7062,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
d69d9e10-5f12-54ba-ad1c-e217555cde1e,kitchen.sample-data.loaded,1,kitchen_ticket,2ba71af0-51d4-5e21-8100-a37cdffb90dd,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
5075fa8f-1657-5e67-b371-cf0f0a467fc1,kitchen.sample-data.loaded,1,kitchen_ticket,2de3dea0-a8b9-5d79-abb7-75f36faf3055,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
670c550e-37e6-56ea-8b54-934c9f2c65a3,kitchen.sample-data.loaded,1,kitchen_ticket,395ca71b-1e31-5f98-8b9a-88f4a06f265d,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
569176e0-e0cc-5048-893f-f61f42b8003c,kitchen.sample-data.loaded,1,kitchen_ticket,741f90ab-1de9-5a0c-a9a2-27485da1e61c,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
60c894ea-3b5c-5944-8256-e6548234dfbc,kitchen.sample-data.loaded,1,kitchen_ticket,a321bb23-76f1-57ad-9505-2dd134e79219,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
e05ef721-7040-5e85-a9c6-89b86ba48639,kitchen.sample-data.loaded,1,kitchen_ticket,ec68542a-8a7d-5f01-85a2-9d1ba309e09b,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
b8aaef16-41cf-5702-8ba4-6ccbf71ebe8e,kitchen.sample-data.loaded,1,kitchen_ticket,29e47f24-01f4-556f-a61f-ce0869a829c8,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
5d505025-00e3-50ac-b7c5-74307d92f7b5,kitchen.sample-data.loaded,1,kitchen_ticket,18555036-a87d-5839-a6dd-df7ae461f07b,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
f2c74e11-fe9b-5b16-a021-d2ff835c1067,kitchen.sample-data.loaded,1,kitchen_ticket,837fa67d-0d7c-5354-8d23-af16e0184d07,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
bd93837e-7bf5-514e-9899-f19194b31e30,kitchen.sample-data.loaded,1,kitchen_ticket,428eda9b-76f6-5794-8c07-b705bbbefcbd,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
3d706d72-a392-578a-b117-d19221a76a96,kitchen.sample-data.loaded,1,kitchen_ticket,510c6e44-98a4-531f-a084-816cfd5de422,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
d2a9eae0-4d39-5b09-ad05-906fec4dfc3c,kitchen.sample-data.loaded,1,kitchen_ticket,cddfa1ab-cbf0-5116-95b0-35f733d6f255,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
0b87d149-02bb-54c8-854b-b4671a274a44,kitchen.sample-data.loaded,1,kitchen_ticket,a3084ead-3205-56c1-abb8-73d56aa9c9dd,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
6d8e19f0-d7b5-575e-bc80-ad4298e8dadd,kitchen.sample-data.loaded,1,kitchen_ticket,806f4728-ee52-5fb7-b767-0f60d2ef5127,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
494b861d-21fd-573a-85d7-e578b0656760,kitchen.sample-data.loaded,1,kitchen_ticket,576822b7-7850-588c-a6c8-61719dcef98e,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
fae8b8ec-04b7-556d-9226-c734cdbabe21,kitchen.sample-data.loaded,1,kitchen_ticket,3a77dd72-3c22-5e27-9655-c88b22105f25,"{""source"":""sample-data""}",2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,0
