id,cash_session_id,movement_type,amount,order_id,payment_id,reason_code,occurred_at_utc,recorded_by
a3000000-0000-0000-0000-000000000005,a3000000-0000-0000-0000-000000000004,sale,19.5160,0d000000-0000-0000-0000-000000000001,a2000000-0000-0000-0000-000000000001,\N,2026-01-01T12:21:00Z,sample-user-001
228cb7b8-e90b-5af6-b59e-62d147a93c65,7adb4974-0176-5bc6-afb5-4c49d8cad276,sale,19.5160,1ac47f46-9b76-52e7-9710-a3270fdb6c0d,cf0ec422-d896-54c5-8e1a-9d684ef72331,\N,2026-01-01T12:21:00Z,sample-user-001
f8a5aa65-b820-5b9c-b4ca-7899a61d8368,a6ea1c4c-a9f0-5ce8-b912-06e709838d07,sale,19.5160,85924700-20f0-57e2-b29c-b6e2b159a606,d1d28a90-b150-5e04-becf-f61edc95f762,\N,2026-01-01T12:21:00Z,sample-user-001
2ecac6b0-60fd-56b8-a559-a6cec1f4e96d,7eb62646-582b-5342-a608-fa12d00503d7,sale,19.5160,dc99f6f9-706a-506f-bc05-40359b125d5c,06e146a6-f2c5-5c44-811a-befe68e4b9a4,\N,2026-01-01T12:21:00Z,sample-user-001
831ee621-c09e-5105-b753-faac0bedbc48,982d19e8-958b-5d7c-8ace-c4ec794c10e0,sale,19.5160,9256c8c8-680f-516d-bb84-8382ffd14af4,94f14596-a44b-5aba-9198-79af8f9c6251,\N,2026-01-01T12:21:00Z,sample-user-001
6c2a83c8-a4a9-5753-a748-12ed26f306b4,a3e79512-ebba-5c27-9303-039be64d8832,sale,19.5160,350a23ee-21a4-5eb7-9c80-119858f5e6f1,9d08639e-3c60-5ef5-9144-5733e9d8dcd5,\N,2026-01-01T12:21:00Z,sample-user-001
f936dba7-09b1-53be-9f6b-7501d5689a36,2639e1a1-675d-5496-94ba-761513e4c5bb,sale,19.5160,1c04c73e-f11e-5d30-8569-603615419a07,0c7f1285-e14d-525c-bb5f-23dceea64b14,\N,2026-01-01T12:21:00Z,sample-user-001
a1839f98-e053-5a03-9fd9-472a3197d4c7,b0cc4b62-b276-5216-9a21-62a1ceea88fb,sale,19.5160,ecd8c9c4-f108-5631-8771-8012591a3342,56b5aea1-da85-538c-be69-bc689f4ecade,\N,2026-01-01T12:21:00Z,sample-user-001
0ccdb3ea-6319-5e9b-a3f5-32fa266b9651,895a9ad1-a453-5bca-ac84-380c818ec447,sale,19.5160,5f93610e-1295-57be-8f01-73c755b8a29b,1a112fb3-31cf-5e4d-ba60-1d0f8556bbaf,\N,2026-01-01T12:21:00Z,sample-user-001
f3ceab2e-165e-5847-990a-f43def4ec47e,532b1e56-fd14-536d-bbcc-32ab5f93a304,sale,19.5160,82ccac59-060b-5257-a765-69f8d1da1e62,915636e3-06d4-54ab-82b9-bb2004d8357a,\N,2026-01-01T12:21:00Z,sample-user-001
f3dad45e-445f-5230-8788-84724bc8a25b,c124711b-d40c-5fc8-b8a7-34e5182769cb,sale,19.5160,450dca80-f375-51db-9401-680b18119c56,31d4c54c-0ed7-51d1-b712-fd57bdaebe15,\N,2026-01-01T12:21:00Z,sample-user-001
a8fe5da1-06ca-575d-be98-00e73ca015c4,b42f0d3d-ed65-5e7a-841b-adddc556a18c,sale,19.5160,dd4b24fe-84b1-5666-8b71-c6f07650b798,c0063488-8036-541a-92e4-7020ec17ab25,\N,2026-01-01T12:21:00Z,sample-user-001
a1cebfa6-77c0-508f-a492-42fd111411d1,8f55bc37-4e30-592d-ae45-ca8800660d77,sale,19.5160,09634954-2342-52ba-9a0c-3a3b3306314e,0855e5cf-8216-5da7-a05a-bbefa59ce85c,\N,2026-01-01T12:21:00Z,sample-user-001
919ea584-e9f8-5218-a47c-b21c21a496f9,8bb4371c-750e-5e06-ad1c-7144ce5f1d7f,sale,19.5160,c9e72080-d5fc-5e91-b66a-01ba01d17273,f8a85200-f9f0-54fe-9b69-dde186618ca8,\N,2026-01-01T12:21:00Z,sample-user-001
a367621b-dfbb-5d15-b0df-011ee255d5e2,09063bb5-49b5-5113-8640-7dd5ddd8d708,sale,19.5160,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,b9518db7-8298-5ad5-acbb-bcbb2aee353a,\N,2026-01-01T12:21:00Z,sample-user-001
6a90d041-b94c-5f1d-9f1f-25b19cfde77d,454c3c85-bbed-5a85-be6e-3e3734d4379b,sale,19.5160,adb41fc7-e7d6-533e-b4db-aeeb5f280461,81aeab72-7c0a-5714-9e34-e3f2c7b8082c,\N,2026-01-01T12:21:00Z,sample-user-001
4b826ff0-a432-5c18-ba0e-2fe4e9dcc004,0bf0d720-f623-5264-b0a8-34648b24cdb6,sale,19.5160,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,4f126865-4eca-5d55-b715-efa1653e486b,\N,2026-01-01T12:21:00Z,sample-user-001
d77147e0-bbc4-5b2c-987f-a0bdc5adde37,78b39e86-afab-532c-8091-6deafb0ceb8b,sale,19.5160,aa1f0c86-0128-5242-9569-2ed5aa67aefc,6db252f9-0e08-57b2-bc65-fd8b833118e8,\N,2026-01-01T12:21:00Z,sample-user-001
a2f3ca5d-a175-517d-a989-f236454f65be,9e584dba-5ec3-53f6-828e-287b49f22df4,sale,19.5160,78cefe97-766f-54d0-967b-6d1f2db51f88,47a59cd7-852a-5178-a4be-5f592f31d4b3,\N,2026-01-01T12:21:00Z,sample-user-001
732f2611-8098-53e0-a9de-54fbb2cca2df,1940c540-88ee-58ee-b311-caf5a81be9e0,sale,19.5160,c987aa17-b646-5efa-9b4a-7a676ccc4c21,6f1f2614-b17a-599a-86ef-a268fead265a,\N,2026-01-01T12:21:00Z,sample-user-001
4d067bc1-52ee-5d93-88df-0998ca6ad499,fc722954-3c54-562e-ba35-f23107febe1e,sale,19.5160,09f7a746-3556-5328-81ed-f7f895569d48,60ad80e1-fbbe-556d-bba2-832599b1dde4,\N,2026-01-01T12:21:00Z,sample-user-001
a9165833-e337-5f61-92c1-cf95cc7d1f1b,774448ef-2146-52a1-b26e-dc9962b0c373,sale,19.5160,8e733609-455b-569f-9907-ddfadbbedf9b,9abb3252-b029-5a28-b99a-385702fc32c0,\N,2026-01-01T12:21:00Z,sample-user-001
e0829020-07f5-5b85-ab85-193236c726d9,ad06c9d0-40a0-5451-aee6-2bdd5968f0cf,sale,19.5160,40f114ce-9664-5538-b6d6-b44eca862dd4,29a43489-f59a-5904-af4b-484647544ac9,\N,2026-01-01T12:21:00Z,sample-user-001
70450756-87c6-5826-a919-b6b8f8fad0d0,ee49f07f-bb65-50bb-bab7-b512c7cf09db,sale,19.5160,4cf48f5b-603c-5720-a5d0-fa6697541c9f,e3b829ac-fa01-5983-8a86-840d77d569d9,\N,2026-01-01T12:21:00Z,sample-user-001
a839fc1c-4365-51e3-81a3-783615fb68ae,51420a3c-7672-5dfa-9046-7f97477e0484,sale,19.5160,ecd2ab1a-0622-51f1-8043-b19262a7addb,153ee6a5-5215-52e4-b10a-78bab6e7c766,\N,2026-01-01T12:21:00Z,sample-user-001
6a012845-571c-5e1d-9591-609fc09ef959,62d04e57-0b00-554d-a0cf-2e32de6c85c4,sale,19.5160,b2276c59-956d-5c13-8003-3ada140a55d8,e79d77c3-5e98-5cc6-a686-99bcb11ebfce,\N,2026-01-01T12:21:00Z,sample-user-001
fdbbb045-9882-58f5-9b3d-eb9210d58bc1,26de8bae-09aa-556e-b721-a8d5294dab02,sale,19.5160,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,d4c69076-16b0-5d66-88c0-2ad912143c7f,\N,2026-01-01T12:21:00Z,sample-user-001
ee798eb7-a925-53f0-b7ca-f284f775ba73,afe750fe-8955-51d3-a238-b6bd42c09f81,sale,19.5160,16fcfa49-306d-5031-b940-c9fd4da435d1,701d66d9-bae9-5749-a592-dbb88b2ca2ae,\N,2026-01-01T12:21:00Z,sample-user-001
deba6fb9-7f98-5c6b-aa94-7d5f0f29ee7d,5a840003-6a34-5670-a662-0a4c9fccdfd1,sale,19.5160,a094425f-8725-52d5-978d-9890da8dcf58,970902a2-61ed-5405-b00a-405808da19e6,\N,2026-01-01T12:21:00Z,sample-user-001
0576ced8-d21d-5972-ac13-1033a548e9cd,222f29b3-454b-5492-9890-d3186a3ce7e0,sale,19.5160,ef203fed-b93e-52de-937b-57c3ff030578,0c7fb96d-a66b-56a3-97ec-beadcda476d1,\N,2026-01-01T12:21:00Z,sample-user-001
223fd30a-93b9-5a0b-b305-1dcfa16fee07,2bcb3d2c-9cb0-5336-86e6-4c210bc07703,sale,19.5160,fe94bf77-950d-5828-9523-bda16ae24f8a,c88b26ec-8335-5cb3-acef-e37fbfbae2c5,\N,2026-01-01T12:21:00Z,sample-user-001
e2cde7f7-74b6-5c08-a576-f98c88f916b0,c23197e5-60a1-5cc9-a3a1-385f7526fd01,sale,19.5160,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,626416ac-e47c-5451-a714-846b81ce9198,\N,2026-01-01T12:21:00Z,sample-user-001
22f5373c-10dc-5e40-a5ca-5b1a50a26a11,e49c7733-e798-5c3e-a712-880c2ace8eb7,sale,19.5160,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,b320bd23-dcda-580b-b13f-9a22f384d917,\N,2026-01-01T12:21:00Z,sample-user-001
e8d3881d-4e68-5fdd-98be-e380b0dedc8a,7fe7cf74-4313-5690-9986-eb899b4fb326,sale,19.5160,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,1a7a8d1d-f196-5263-b4f4-b600c29f643b,\N,2026-01-01T12:21:00Z,sample-user-001
a7583a28-8354-5dba-9ea1-abbf9a53680b,4f195e44-5f6f-5f0c-b34f-dac8f99baf04,sale,19.5160,c83f64dc-472b-5668-bf36-327debeeef06,e2eeefef-b14a-5666-b05c-ff6d50142bb9,\N,2026-01-01T12:21:00Z,sample-user-001
4642278e-ca14-5f99-93d4-d14743c28b26,2c146f9b-876d-596f-ad7e-c62a97c62e3b,sale,19.5160,3277f419-6976-5730-8fb3-6eced2ee491c,a775c5ae-2e0e-535f-a840-6a80a90cca38,\N,2026-01-01T12:21:00Z,sample-user-001
6758c675-0b8a-5e50-bfc8-c03afc6b223f,1f3b2b24-cb45-5ad6-8268-9de185f6675e,sale,19.5160,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,5356c287-e3a2-52b2-aa3d-1bf69c5b4542,\N,2026-01-01T12:21:00Z,sample-user-001
61c692db-f209-5349-a48b-27f7a1cd4d4d,7943f413-a8f5-56bc-9d19-48e19d6fcdd6,sale,19.5160,768760e4-4bb0-5fc0-956f-d7137703c8b0,474dc53e-d2d2-54cd-a162-f22cd1aec164,\N,2026-01-01T12:21:00Z,sample-user-001
97f7e6ae-ce14-51b2-9b6e-1e499c7287cb,12fadf92-db35-54e4-a7e4-9f4a67111568,sale,19.5160,d6f419a1-eb1d-577d-b6b8-25072f213872,27330bd1-4dc0-5347-bb2e-c3d93311bb77,\N,2026-01-01T12:21:00Z,sample-user-001
