id,restaurant_id,branch_id,order_id,line_number,product_id,product_variant_id,sku_snapshot,name_snapshot,variant_name_snapshot,quantity,unit_price,discount_amount,tax_amount,line_total,notes,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
0d000000-0000-0000-0000-000000000002,ca000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000002,0d000000-0000-0000-0000-000000000001,1,ca000000-0000-0000-0000-000000000301,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
a593f0b5-8993-5ba4-85c3-93999ba3f1f3,6e5493c8-856c-52d6-b23f-a9b8265b82a1,09bc7770-60a5-5937-9095-dddde233baed,1ac47f46-9b76-52e7-9710-a3270fdb6c0d,1,83686fd2-1032-5473-a5e2-3a1b1c8d78c0,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
0d48819b-642f-5588-865f-0dbc6bbe955b,bb432b46-9db3-5087-86a6-667d8a5461d2,c2581768-52bb-5a5e-bb60-ea8630c0cc48,85924700-20f0-57e2-b29c-b6e2b159a606,1,5b524556-2840-5352-930a-3665399f88b1,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
999f5a59-3d14-5285-938d-463bede3c48c,02893fb5-cd61-516d-a1c6-a31b633a8440,2a2b6bc7-1854-532c-b84a-1abd99d2f0d2,dc99f6f9-706a-506f-bc05-40359b125d5c,1,8712d970-0129-5558-8212-9bafaf6b9bb6,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
a200074a-e3a0-50f9-bd46-030062bce7c8,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,c0a7cac5-1d51-54cc-8e20-d091007b9a5a,9256c8c8-680f-516d-bb84-8382ffd14af4,1,ce15e28e-6590-5ee9-a5a6-1f0910b46e7f,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
6f16ad8c-5da6-5c04-856f-7e8d2e704a37,292495cc-29f1-532a-8347-61381793ace8,68c8496c-6b5f-5845-99d6-46d8d79afb1f,350a23ee-21a4-5eb7-9c80-119858f5e6f1,1,5aa1c0aa-c074-5aae-a3e6-ee3b9c0214a0,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
58b18c88-a62c-5dd3-91fd-ab853d56125c,f336981e-6b07-55f6-8f3b-5bb68a996561,87111368-22a3-51ff-a055-d0af38899e40,1c04c73e-f11e-5d30-8569-603615419a07,1,c756216f-bd8b-59f6-b2f4-b443cc47a99f,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
e1b99fb7-bdb7-53d9-ab1b-f5f5f4e81aa1,5afbb73d-34da-5169-9cd6-3631b29d6906,6ac09be1-21da-5bdf-a553-0d370aa48a48,ecd8c9c4-f108-5631-8771-8012591a3342,1,2a1ef463-3feb-5b55-9cbe-ff8a287f6f33,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
74e9db19-03a3-5e49-b016-44fd832f30d6,95aa4d42-7203-5581-a314-7ba4ff85735b,075f1655-5713-5584-b153-7cee0f5edfb1,5f93610e-1295-57be-8f01-73c755b8a29b,1,df05dee3-4125-5649-a6c0-fd9d82793f65,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
8f47c7e2-02ff-5490-9a56-5249ac5881f0,8550b566-c89f-5552-86ca-8f25b0b21d4d,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,82ccac59-060b-5257-a765-69f8d1da1e62,1,4cb83726-bd49-5de9-bc9b-5ee9a9f13d33,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
6398393b-1a05-50cf-ac8c-7b01708fc119,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,450dca80-f375-51db-9401-680b18119c56,1,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
07c21827-a5ec-55f2-add7-a2ec35aaf965,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,dd4b24fe-84b1-5666-8b71-c6f07650b798,1,06f87041-5261-5777-81a6-d70e65703ccf,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
468890b4-a3e1-5dc0-b08a-9b27c3a16122,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,09634954-2342-52ba-9a0c-3a3b3306314e,1,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
f5a3a733-9643-5d57-9c61-ca9412ef6bf3,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,c9e72080-d5fc-5e91-b66a-01ba01d17273,1,253a2b6b-2f91-59c9-b885-21eefdc6291d,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
c664562d-2d41-5768-b0bd-b6f109307d15,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,1,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
44686e73-130c-59c7-9e80-3c0adb3649ae,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,adb41fc7-e7d6-533e-b4db-aeeb5f280461,1,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
9ef8c7c5-9456-52bf-916a-223b4953d944,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,1,06031a7a-274f-5546-90ba-64675017c1bd,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
3511605a-e12f-5517-b468-1b9074cd11eb,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,aa1f0c86-0128-5242-9569-2ed5aa67aefc,1,dee33ebd-5d98-5e35-aac9-63280fdf47dc,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
08afbef7-253c-557b-b779-08536733ab54,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,78cefe97-766f-54d0-967b-6d1f2db51f88,1,a9d0c72f-3e10-5d2d-ac62-b46bb12815f8,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
daf143f0-fdb5-5a40-ba30-7199e32d128c,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,c987aa17-b646-5efa-9b4a-7a676ccc4c21,1,bf63e40d-f258-550f-82ad-c99fc1d442da,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
8b04639f-094b-5d2c-ae1e-d05f97993869,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,09f7a746-3556-5328-81ed-f7f895569d48,1,8e8d7f8d-8330-562b-bb04-41d3c7cbaf6b,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
d35493e3-eb58-5934-8016-ee0266d28b91,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,8e733609-455b-569f-9907-ddfadbbedf9b,1,f988dbd9-9091-5957-99fc-d79235f95025,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
0964b50f-a0d7-5e19-a680-156b71d1da6a,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,40f114ce-9664-5538-b6d6-b44eca862dd4,1,fda21025-5955-5176-8814-83613294a154,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
7e25cb8c-cb9c-5c7d-b47d-08335996ca41,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,4cf48f5b-603c-5720-a5d0-fa6697541c9f,1,b987634a-9cd9-57f0-8da5-b5a804ecebbc,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
daec917e-eec8-524c-a748-42890bb7caa5,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,ecd2ab1a-0622-51f1-8043-b19262a7addb,1,e98763c1-c889-56e1-bb29-16650237a72b,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
da39407f-1ac2-521f-a5a5-3c98a38d7bf1,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,b2276c59-956d-5c13-8003-3ada140a55d8,1,f5c63b47-f903-554c-b1c4-931c1b610e2f,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
e553f56b-9d72-56f3-b059-67c2cdca539e,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,1,4c6345d0-a1de-51f5-bab8-bb19944764b3,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
c4a9a919-eb9f-521b-8bbc-7aff0d8fbf36,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,16fcfa49-306d-5031-b940-c9fd4da435d1,1,29b1b607-eed3-5271-ba48-5d3bf61710f7,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
cbe113f8-1c61-57e7-b49b-0b0a24bfc006,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,a094425f-8725-52d5-978d-9890da8dcf58,1,734bbda8-9920-518d-aa5b-dd0f3dfd2801,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
85ab7a04-d0d5-569e-ac7b-3eeb1ce82c6a,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,ef203fed-b93e-52de-937b-57c3ff030578,1,a4095253-99e5-50ae-94cc-bf83af90f8df,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
aa3fd61b-9d79-5551-af56-4145765f46e2,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,fe94bf77-950d-5828-9523-bda16ae24f8a,1,40fef47f-73d0-519f-9aea-e24aab4fe228,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
e3f4ffeb-687d-5576-ae2a-dacea7f9490f,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,1,47056644-f38e-5e78-bb8d-350cfb62cc39,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
68f23779-acdf-5f23-a2d9-c0b7a69b8bf0,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,1,dfd0c90e-2089-5dee-b2f2-2b6c89bd5cc5,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
29735ab4-56c9-5e86-bbea-56d31451ffc9,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,1,b4c628c0-17a5-5dc2-bcf4-f843831b6c5f,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
ff7aa0e7-50b0-515e-8160-2d3ba0b42570,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,c83f64dc-472b-5668-bf36-327debeeef06,1,27cc60c2-e537-5889-96a9-17e05f8bec65,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
0588dba1-6b7a-55ff-a687-2922837cc1ba,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,3277f419-6976-5730-8fb3-6eced2ee491c,1,76498357-6804-57a3-8c17-8c522756301c,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
b2a07219-e7fd-5ab2-b32f-7c5b837ecb99,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,1,5650e9af-d2d2-5697-b457-37eb6fa6d321,\N,DEMO-BURGER,Harbour Burger,\N,1.000,14.9000,0.0000,1.3410,16.2410,Fictional sample order,returned,2026-01-01T11:55:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
