id,restaurant_id,product_id,media_asset_id,alt_text,display_order,is_primary,created_at_utc,created_by
ca000000-0000-0000-0000-000000000831,ca000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000301,ca000000-0000-0000-0000-000000000901,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
ca000000-0000-0000-0000-000000000832,ca000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000302,ca000000-0000-0000-0000-000000000902,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
4f4a56dd-ce20-5bda-a531-b2e8d799bd0a,6e5493c8-856c-52d6-b23f-a9b8265b82a1,83686fd2-1032-5473-a5e2-3a1b1c8d78c0,6cffc718-2e01-5d0a-afad-33a2aaecc632,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
fd2e6ad0-b50a-5193-9532-3d68efe42f84,6e5493c8-856c-52d6-b23f-a9b8265b82a1,4695d689-2aec-5a8e-91d0-ba2db9ca6d0e,eba4c758-a761-5956-9fff-8aa5102c64b8,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
a5f305cf-ad53-5ff3-808f-b3a2a3ece969,bb432b46-9db3-5087-86a6-667d8a5461d2,5b524556-2840-5352-930a-3665399f88b1,1613cbce-5fa8-5acf-90ec-72aa2f629f94,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
0aa582e2-a94f-54b9-9e7b-7fa01acec0e6,bb432b46-9db3-5087-86a6-667d8a5461d2,2185c73f-9a70-5a46-accc-7acff93af0ae,2d0d786c-76f5-56f0-b1c8-f7bb93d0668e,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
9e8beb8d-0f5d-5230-a4ac-27624000331f,02893fb5-cd61-516d-a1c6-a31b633a8440,8712d970-0129-5558-8212-9bafaf6b9bb6,e71b4942-f5ca-5138-a063-761fe72bf284,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
c6b10881-e90f-5965-9660-75def0473d39,02893fb5-cd61-516d-a1c6-a31b633a8440,f3e77a4e-a77c-56b7-ad36-79aa5284023c,6fef002d-7f34-5803-83ec-070a9225d59c,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
e925e0d4-cdd1-511d-b727-08040158780f,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,ce15e28e-6590-5ee9-a5a6-1f0910b46e7f,d6637108-638f-5d3b-bdc2-9393813d4534,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
0c474e59-1a1b-5d3f-977a-fa76a324c593,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,9a724731-c0cc-5a1d-8c52-5e70ac52f5a6,cc58755f-39ab-53ce-85f6-351384a9094e,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
17ffc2e9-3d7f-5365-900a-a184502a95e8,292495cc-29f1-532a-8347-61381793ace8,5aa1c0aa-c074-5aae-a3e6-ee3b9c0214a0,04633f50-7301-560c-9a2b-207abe7e9249,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
f0cd27cc-2569-5704-9d02-f580f697a50f,292495cc-29f1-532a-8347-61381793ace8,491ad47d-eeaa-5ed0-aeee-ec20ad1523f6,585e918a-daaa-5164-b23d-4d1556e1e680,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
312d02d5-11c3-5ee5-8456-dde847201bfc,f336981e-6b07-55f6-8f3b-5bb68a996561,c756216f-bd8b-59f6-b2f4-b443cc47a99f,65bb9894-c363-5a67-8708-074ec2964b39,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
74bb2e64-ee39-5e55-98d0-c1087aa567fb,f336981e-6b07-55f6-8f3b-5bb68a996561,f388bf25-5fea-58c6-a437-5cd3c971f1ba,91ea4589-5b44-576d-8143-1c7f9630a485,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
6d6ef3db-91db-5d96-9b74-1caa047c4b49,5afbb73d-34da-5169-9cd6-3631b29d6906,2a1ef463-3feb-5b55-9cbe-ff8a287f6f33,07082bc6-e8f0-5793-b3a9-550635446b3c,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
092d9fc5-1e8c-572b-b1e6-75dd972c5b86,5afbb73d-34da-5169-9cd6-3631b29d6906,12497814-c31a-548e-8525-26a2a07ff6de,eb089d9f-2c6e-5800-b401-592046badd34,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
1aad0333-c6d5-5604-813f-8369d3f4dbca,95aa4d42-7203-5581-a314-7ba4ff85735b,df05dee3-4125-5649-a6c0-fd9d82793f65,e1d1f944-7250-59e0-bca7-53ae9186d091,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
dddf8c2e-e2fa-58b9-9f39-b6848718262c,95aa4d42-7203-5581-a314-7ba4ff85735b,e4fe022f-8274-54be-9d31-10943a9423af,30fe602b-d3cf-5edb-8aa0-336c0972e58d,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
eff64c2e-e141-5a2a-a0c6-95c784c96ebc,8550b566-c89f-5552-86ca-8f25b0b21d4d,4cb83726-bd49-5de9-bc9b-5ee9a9f13d33,4f87f709-4a38-5e64-906f-22dddd47df4e,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
6115bfc6-080e-5eeb-9654-56180a5a5bcf,8550b566-c89f-5552-86ca-8f25b0b21d4d,28c820df-d6d8-5b9c-9f23-e917625793dd,13b264ba-c16f-5454-a653-0bbb3034bd88,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
ee02c539-db2f-5c94-8df7-7a3cd2c72098,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,b6198dc2-225e-5335-8721-dddb348027f2,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
02ad85ba-27c3-575c-ba64-da9a972d4d5d,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,c33486c5-4223-59a2-94d4-7382104c7459,2fcfefa0-22fe-5f6d-80b4-1bb824d5ad67,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
32240bd0-e73e-59a8-bfdb-42094eb105cc,bb3ac671-6c2e-5416-acd7-85d71693d50e,06f87041-5261-5777-81a6-d70e65703ccf,75cec102-c257-5cbb-90c5-a76e10b427c7,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
58dd6217-0cef-536e-b5e5-8ac0f9e83c0f,bb3ac671-6c2e-5416-acd7-85d71693d50e,8c4d6e66-affe-5b30-8344-a5eada4a9353,67e6b9b2-fb79-5a75-9ecc-6370c91fb193,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
c99ffd1b-b26f-5adb-bd5d-2da58c2c4d96,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,3a75c704-e86c-5143-9216-8251d83cfe3c,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
87e2235d-4ec6-55e1-9862-72643a6497ca,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,12081e71-7dc2-5e03-8150-dac435786f80,d80cab11-1807-5411-afc7-009efd77533f,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
cac528eb-e3ff-5de7-b165-d82859850442,104f9e79-e136-5ed4-a852-64d160340e45,253a2b6b-2f91-59c9-b885-21eefdc6291d,0c03fe82-d57a-5eed-ac19-d3c51eb73147,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
dc9410d6-775a-5014-8ef1-913d9028bea3,104f9e79-e136-5ed4-a852-64d160340e45,c791ee95-2df4-5214-83c5-29a00ea3b039,53330d2e-af35-5abe-91ca-d990ae328c7c,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
83276004-c94e-5a48-9e4a-a7124001359f,caa70f0d-2314-5cf5-a481-0c259c347e04,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,89da860a-0dec-5824-bee5-8a4a5c995315,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
e64332b1-72ea-577c-b9b8-15043cd0c9b7,caa70f0d-2314-5cf5-a481-0c259c347e04,591990e9-e4b0-5787-ae06-1a38c145d3a3,e77cbd14-f860-54bd-8745-626e818110c9,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
11906d52-dab8-58a3-909e-cf06fc164986,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,97f1ff37-44b7-55b9-9225-d0921de3962f,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
03f3b348-7c37-5c0d-a3d6-b0893174abc9,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,375c0354-a6e4-5066-85a1-c5d1042a53d3,6bc86c4a-90ff-581b-b312-cadd2980d7bc,Fictional Orchard Coffee sample image,10,true,2026-01-01T00:00:00Z,sample-data
1ae9cea3-718c-52a6-a03f-a277ca0204bb,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,06031a7a-274f-5546-90ba-64675017c1bd,e1a6b3dd-add5-5fd0-97c1-ff4de01f96db,Fictional Harbour Burger sample image,10,true,2026-01-01T00:00:00Z,sample-data
