restaurant_id,product_id,category_id,display_order,created_at_utc,created_by
ca000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000301,ca000000-0000-0000-0000-000000000201,10,2026-01-01T00:00:00Z,sample-data
ca000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000302,ca000000-0000-0000-0000-000000000202,10,2026-01-01T00:00:00Z,sample-data
6e5493c8-856c-52d6-b23f-a9b8265b82a1,83686fd2-1032-5473-a5e2-3a1b1c8d78c0,2998a577-5416-5833-bdab-4c735e5f3b66,10,2026-01-01T00:00:00Z,sample-data
6e5493c8-856c-52d6-b23f-a9b8265b82a1,4695d689-2aec-5a8e-91d0-ba2db9ca6d0e,b2f46c5d-d932-53b5-aa1d-b90bbef0be4f,10,2026-01-01T00:00:00Z,sample-data
bb432b46-9db3-5087-86a6-667d8a5461d2,5b524556-2840-5352-930a-3665399f88b1,15cb7453-c9ed-5fce-ba01-f40261e0a3de,10,2026-01-01T00:00:00Z,sample-data
bb432b46-9db3-5087-86a6-667d8a5461d2,2185c73f-9a70-5a46-accc-7acff93af0ae,1f417d8c-2b59-5b35-88c6-c6cc715f3d28,10,2026-01-01T00:00:00Z,sample-data
02893fb5-cd61-516d-a1c6-a31b633a8440,8712d970-0129-5558-8212-9bafaf6b9bb6,459e0e39-2ccd-563a-9915-f122721e5a0e,10,2026-01-01T00:00:00Z,sample-data
02893fb5-cd61-516d-a1c6-a31b633a8440,f3e77a4e-a77c-56b7-ad36-79aa5284023c,53456a93-868d-5b2f-9ee1-a0015e303f97,10,2026-01-01T00:00:00Z,sample-data
8c3b74c7-06ef-5cee-b54c-5f1604076f2e,ce15e28e-6590-5ee9-a5a6-1f0910b46e7f,7c494735-cbff-5541-8e2e-44fc5c710c73,10,2026-01-01T00:00:00Z,sample-data
8c3b74c7-06ef-5cee-b54c-5f1604076f2e,9a724731-c0cc-5a1d-8c52-5e70ac52f5a6,f1eff3b8-9e5a-5f98-9bb2-ca80632687a7,10,2026-01-01T00:00:00Z,sample-data
292495cc-29f1-532a-8347-61381793ace8,5aa1c0aa-c074-5aae-a3e6-ee3b9c0214a0,c1c71187-0109-536e-a124-ec21d3beff0b,10,2026-01-01T00:00:00Z,sample-data
292495cc-29f1-532a-8347-61381793ace8,491ad47d-eeaa-5ed0-aeee-ec20ad1523f6,b1cc0e7a-65b3-5b8b-b253-0bced17944da,10,2026-01-01T00:00:00Z,sample-data
f336981e-6b07-55f6-8f3b-5bb68a996561,c756216f-bd8b-59f6-b2f4-b443cc47a99f,8c36cb64-8013-51e6-8dbc-9e578e054bae,10,2026-01-01T00:00:00Z,sample-data
f336981e-6b07-55f6-8f3b-5bb68a996561,f388bf25-5fea-58c6-a437-5cd3c971f1ba,dc591a22-1d1c-585a-8bfe-88c1cdcdc7ae,10,2026-01-01T00:00:00Z,sample-data
5afbb73d-34da-5169-9cd6-3631b29d6906,2a1ef463-3feb-5b55-9cbe-ff8a287f6f33,a6bedc75-c7d6-583d-95ba-ab737657b0d0,10,2026-01-01T00:00:00Z,sample-data
5afbb73d-34da-5169-9cd6-3631b29d6906,12497814-c31a-548e-8525-26a2a07ff6de,ea79216c-be3e-5099-9440-75799c8c6b8d,10,2026-01-01T00:00:00Z,sample-data
95aa4d42-7203-5581-a314-7ba4ff85735b,df05dee3-4125-5649-a6c0-fd9d82793f65,56bec659-ae38-5971-b4f5-d7730a15b51e,10,2026-01-01T00:00:00Z,sample-data
95aa4d42-7203-5581-a314-7ba4ff85735b,e4fe022f-8274-54be-9d31-10943a9423af,68a5a088-5a51-5038-a2c5-ecf5e0bbd3ae,10,2026-01-01T00:00:00Z,sample-data
8550b566-c89f-5552-86ca-8f25b0b21d4d,4cb83726-bd49-5de9-bc9b-5ee9a9f13d33,1890af95-243f-5618-a036-1a42b4839fc3,10,2026-01-01T00:00:00Z,sample-data
8550b566-c89f-5552-86ca-8f25b0b21d4d,28c820df-d6d8-5b9c-9f23-e917625793dd,19eb7dee-012a-52d7-89d1-52315171e753,10,2026-01-01T00:00:00Z,sample-data
d615a3b5-351d-5ed5-bb69-c4dcac36aa00,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,5c7790b1-45c3-52aa-8d63-eea4753dd0db,10,2026-01-01T00:00:00Z,sample-data
d615a3b5-351d-5ed5-bb69-c4dcac36aa00,c33486c5-4223-59a2-94d4-7382104c7459,d79aaed9-cb13-5144-ad35-393f8ac15dee,10,2026-01-01T00:00:00Z,sample-data
bb3ac671-6c2e-5416-acd7-85d71693d50e,06f87041-5261-5777-81a6-d70e65703ccf,02970b73-1495-5953-91d8-d57c67a55fee,10,2026-01-01T00:00:00Z,sample-data
bb3ac671-6c2e-5416-acd7-85d71693d50e,8c4d6e66-affe-5b30-8344-a5eada4a9353,b80b6aaf-181b-5abc-aad9-f6766de27087,10,2026-01-01T00:00:00Z,sample-data
bfad71f3-0e54-5467-bb83-c8664b3d7bc3,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,36701db7-c91c-5644-b7d0-c8de1fa74744,10,2026-01-01T00:00:00Z,sample-data
bfad71f3-0e54-5467-bb83-c8664b3d7bc3,12081e71-7dc2-5e03-8150-dac435786f80,aa65b01f-98b5-55d8-aaf4-68dd4667d48b,10,2026-01-01T00:00:00Z,sample-data
104f9e79-e136-5ed4-a852-64d160340e45,253a2b6b-2f91-59c9-b885-21eefdc6291d,e19bc789-bc85-511a-ab05-6c0b237de186,10,2026-01-01T00:00:00Z,sample-data
104f9e79-e136-5ed4-a852-64d160340e45,c791ee95-2df4-5214-83c5-29a00ea3b039,4b29e286-f2d2-5f79-a91f-f1dfdf7e6564,10,2026-01-01T00:00:00Z,sample-data
caa70f0d-2314-5cf5-a481-0c259c347e04,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,c36d847a-7c8b-5c07-963b-5d7f32837ee6,10,2026-01-01T00:00:00Z,sample-data
caa70f0d-2314-5cf5-a481-0c259c347e04,591990e9-e4b0-5787-ae06-1a38c145d3a3,b549eb08-7a51-5e32-bb7f-e5935368b2f5,10,2026-01-01T00:00:00Z,sample-data
a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,346cbbec-27f1-5272-9858-c8c612dae69b,10,2026-01-01T00:00:00Z,sample-data
