id,restaurant_id,product_id,product_variant_id,barcode_value,barcode_type,is_primary,created_at_utc,created_by
ca000000-0000-0000-0000-000000000801,ca000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000301,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
ca000000-0000-0000-0000-000000000802,ca000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000302,ca000000-0000-0000-0000-000000000401,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
7dde5043-51b3-5ca7-8744-35fdcbe2a360,6e5493c8-856c-52d6-b23f-a9b8265b82a1,83686fd2-1032-5473-a5e2-3a1b1c8d78c0,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
d5eec4cb-2457-5d9e-8367-b73783d0e840,6e5493c8-856c-52d6-b23f-a9b8265b82a1,4695d689-2aec-5a8e-91d0-ba2db9ca6d0e,2797492b-5bbc-5862-9970-e5142c69bf81,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
964e8bff-0592-596f-894d-1edabeaffeb8,bb432b46-9db3-5087-86a6-667d8a5461d2,5b524556-2840-5352-930a-3665399f88b1,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
7c6a9484-afb9-5ce9-9c68-6c864083a967,bb432b46-9db3-5087-86a6-667d8a5461d2,2185c73f-9a70-5a46-accc-7acff93af0ae,4d3f0559-0ac6-549b-bb62-5feb48832393,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
2f93eb16-a3f3-51aa-9042-558ef7384217,02893fb5-cd61-516d-a1c6-a31b633a8440,8712d970-0129-5558-8212-9bafaf6b9bb6,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
a8a6746e-5c4e-5211-bfe4-df85a5695d7a,02893fb5-cd61-516d-a1c6-a31b633a8440,f3e77a4e-a77c-56b7-ad36-79aa5284023c,9eeb00a1-7da7-5f14-8951-ab6fa9f10829,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
b6c0e2ee-1a68-533f-b243-833a67479ad9,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,ce15e28e-6590-5ee9-a5a6-1f0910b46e7f,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
5edd5498-2421-5434-a769-5aae747e9cec,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,9a724731-c0cc-5a1d-8c52-5e70ac52f5a6,e8fc0430-deb7-5c5a-a6f7-c7ea97724853,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
82521786-924d-5a53-bbe8-df1b4a1083a8,292495cc-29f1-532a-8347-61381793ace8,5aa1c0aa-c074-5aae-a3e6-ee3b9c0214a0,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
43c89fdb-fe22-556b-94b0-c53a97472283,292495cc-29f1-532a-8347-61381793ace8,491ad47d-eeaa-5ed0-aeee-ec20ad1523f6,e42d534c-e9f0-5698-8d28-1daaf3500de1,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
dd0f1456-acf0-5304-89f8-1de9b9df15e5,f336981e-6b07-55f6-8f3b-5bb68a996561,c756216f-bd8b-59f6-b2f4-b443cc47a99f,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
ea4bcfa0-b7a3-5898-876d-c476bf4da5a0,f336981e-6b07-55f6-8f3b-5bb68a996561,f388bf25-5fea-58c6-a437-5cd3c971f1ba,a15341a8-46f0-54c6-ad64-15c3c236e58c,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
9085b9ed-de0e-535c-b07d-b362ed5b267e,5afbb73d-34da-5169-9cd6-3631b29d6906,2a1ef463-3feb-5b55-9cbe-ff8a287f6f33,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
688988c0-8e04-5bed-b7e8-7cb1a6b709ef,5afbb73d-34da-5169-9cd6-3631b29d6906,12497814-c31a-548e-8525-26a2a07ff6de,48d71352-6b5e-5589-a260-d51807fa3524,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
64bf0edb-b12d-520e-8434-1852a548ad11,95aa4d42-7203-5581-a314-7ba4ff85735b,df05dee3-4125-5649-a6c0-fd9d82793f65,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
92a278b9-c788-518f-8bd3-4a7439baec8d,95aa4d42-7203-5581-a314-7ba4ff85735b,e4fe022f-8274-54be-9d31-10943a9423af,ab193f5f-29c4-5654-a39b-1cfcaba09316,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
b97fa5a9-7a48-585a-937e-b3618f1608a1,8550b566-c89f-5552-86ca-8f25b0b21d4d,4cb83726-bd49-5de9-bc9b-5ee9a9f13d33,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
030480c3-9231-5efe-95f7-0c0bc869412b,8550b566-c89f-5552-86ca-8f25b0b21d4d,28c820df-d6d8-5b9c-9f23-e917625793dd,e5f02ab1-f8f8-5547-8429-8cabf541725f,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
a421cbbc-323e-5a27-be64-cc6990f2cabe,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,1c4137e8-b4e3-51bd-8e34-f9c9b493268e,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
62c0f1c2-cfc7-5eb1-aeb6-8567bc521be1,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,c33486c5-4223-59a2-94d4-7382104c7459,9d6ce305-76f6-570b-8c40-66e7b9998555,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
b9de3707-5a75-5f25-b76c-b38f9a354a37,bb3ac671-6c2e-5416-acd7-85d71693d50e,06f87041-5261-5777-81a6-d70e65703ccf,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
92f0461d-85eb-5492-bf5b-2911153e9348,bb3ac671-6c2e-5416-acd7-85d71693d50e,8c4d6e66-affe-5b30-8344-a5eada4a9353,06aad61b-52b9-5940-86c7-1ab628ea7684,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
9e9626f1-0af8-510d-b6b2-7a6975c15f33,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,5a5f2985-a9b2-584b-8307-230a4e6a1f1d,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
6743a5c8-46d5-5bd2-882a-fa89d81b6e48,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,12081e71-7dc2-5e03-8150-dac435786f80,a79d0ff9-10aa-51c3-ab31-3d72e429757b,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
d7c93a2e-1b1b-5b49-a9c3-4800d80d8e38,104f9e79-e136-5ed4-a852-64d160340e45,253a2b6b-2f91-59c9-b885-21eefdc6291d,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
7200c622-0c64-5fd4-bf76-889ba670be45,104f9e79-e136-5ed4-a852-64d160340e45,c791ee95-2df4-5214-83c5-29a00ea3b039,32f47db1-e0b6-5c5f-9b31-1d53e2f068df,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
a4a6f869-0bc4-5650-8cbb-ab2d5a133a7e,caa70f0d-2314-5cf5-a481-0c259c347e04,c7895437-3d1b-5bf0-8c0c-fc0dbdeffae6,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
c309d05f-6304-560f-a182-9a67b336733d,caa70f0d-2314-5cf5-a481-0c259c347e04,591990e9-e4b0-5787-ae06-1a38c145d3a3,ff0163cb-ea73-5d56-92e1-bb79e0a01f9a,8880000000002,ean13,true,2026-01-01T00:00:00Z,sample-data
70731b1e-c588-5e21-8587-c41956ce9bc8,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ef894ef1-cce4-5dcd-8f27-1b1f19ba9553,\N,8880000000001,ean13,true,2026-01-01T00:00:00Z,sample-data
