id,restaurant_id,branch_id,code,name,warehouse_type,status,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
1a000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000001,ca000000-0000-0000-0000-000000000002,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
347140e0-4536-5db5-9859-0d465df6944b,6e5493c8-856c-52d6-b23f-a9b8265b82a1,09bc7770-60a5-5937-9095-dddde233baed,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3efd856f-1dd6-53bf-9911-41dcc1658678,bb432b46-9db3-5087-86a6-667d8a5461d2,c2581768-52bb-5a5e-bb60-ea8630c0cc48,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
11a212d9-d510-578b-8f21-bca463acc1c7,02893fb5-cd61-516d-a1c6-a31b633a8440,2a2b6bc7-1854-532c-b84a-1abd99d2f0d2,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
878bd6a6-9b70-5b0c-bcae-238aa3c4ab14,8c3b74c7-06ef-5cee-b54c-5f1604076f2e,c0a7cac5-1d51-54cc-8e20-d091007b9a5a,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
eaea3e19-9a4a-5661-98dd-ae860493c5ae,292495cc-29f1-532a-8347-61381793ace8,68c8496c-6b5f-5845-99d6-46d8d79afb1f,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e825f2b0-53d8-5b99-b316-6f558463de9d,f336981e-6b07-55f6-8f3b-5bb68a996561,87111368-22a3-51ff-a055-d0af38899e40,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
82c5bff4-26e1-5cfb-a10d-cc3b54eeae5e,5afbb73d-34da-5169-9cd6-3631b29d6906,6ac09be1-21da-5bdf-a553-0d370aa48a48,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
694f5d06-ff80-594c-ac19-6ed451e5e70e,95aa4d42-7203-5581-a314-7ba4ff85735b,075f1655-5713-5584-b153-7cee0f5edfb1,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
333d805e-016a-54d3-82c1-9448af381e73,8550b566-c89f-5552-86ca-8f25b0b21d4d,0c99f45b-6fe6-5a1e-96fc-98333cca6f88,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1989fb11-4b82-54fe-a361-4b04a152a8da,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7bb68c11-55f2-566b-8680-556f652fe80c,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
390e947c-01fe-537b-9fd1-0fcde15d7cbf,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d6bb5e93-5b85-52ad-9a29-12cf1aff504b,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b2d0c100-2332-5cc3-a0f5-e2bb2ffb633d,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
43845953-3880-5025-bed6-a6fb226965f8,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1a70f2cf-2319-5731-bc53-3608060bf570,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
00406b64-aed4-54e3-bb84-f4aa6b79be92,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
57785f6f-370e-50d1-86aa-f8ef0cef40ce,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0c4231c4-792d-50e2-a411-af732099c279,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
e6443e95-2863-5548-9bc8-9995edf955d5,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
28610c8d-d538-594d-8347-868978745139,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4bc59bc4-2fb2-5068-8673-d7f1a95177c0,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
25aead52-d784-5e83-bae1-ab7218d79f15,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d08a40e4-f515-5393-bc7c-6f5ef0e32acb,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,marina_main,Marina Main Warehouse,branch,active,2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
